PID,Season,contestant,ChW,ChA,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,VFT,JVF,TotJ,JV%,SurvSc,SurvAv,Days,Finish,Time,nonVFB,VFB%,nVFB%,NoJ,InRCA,InRCW,InICA,InICW,InChA,InChW,InChW%,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,TrCh 2nd,TrCh 3rd,Exile,TVA,VAT%,NI VFT,NI VFT%,Sex,Birthday,Day 1 Filming date,Age,,VVp,VAPi
413,28,Trish Hegarty,1.33,10.94,0.12,1,5,5,63,8,0.62,1.94,5,0,9,0,0.74,3.27,36,5,1,3,0.63,0.38,3.27,1,0,7,0,8,0,0.00,7,2,6,3,13,5,0.385,3,0,0,3,0.38,5,0.63,F,,,,,,5
414,28,LJ McKanas,1.51,5.36,0.28,0,3,8,43,5,0.56,1.40,2,0,9,0,0.84,2.91,25,9,1,2,0.60,0.40,2.91,0,0,3,0,3,0,0.00,5,4,6,3,11,7,0.636,1,0,0,3,0.60,2,0.40,M,,,,,,8
415,28,Jeremiah Wood,1.72,6.61,0.26,0,2,9,51,6,0.30,0.72,2,0,9,0,0.56,2.43,28,8,1,4,0.33,0.67,2.43,0,0,4,0,4,0,0.00,6,4,6,3,12,7,0.583,1,0,0,4,0.67,2,0.33,M,,,,,,9
416,28,Sarah Lacina,0.83,2.83,0.29,1,1,6,18,2,0.33,1.40,1,0,9,0,0.63,2.23,19,11,1,1,0.50,0.50,2.23,0,0,1,0,1,0,0.00,3,0,6,3,9,3,0.333,2,0,0,1,0.50,1,0.50,F,,,,,,6
417,28,Garrett Adelstein,0.00,0.37,0.00,0,1,3,11,2,0.36,2.00,1,0,9,0,0.36,2.00,6,17,1,1,0.50,0.50,2.00,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0.000,0,0,0,1,0.50,1,0.50,M,,,,,,3
418,28,Alexis Maxwell,0.68,1.83,0.37,3,1,8,13,2,0.19,1.17,0,0,9,0,0.57,1.85,16,12,1,1,0.50,0.50,1.85,0,0,0,0,0,0,#DIV/0!,3,1,6,2,9,3,0.333,1,0,0,2,1.00,0,0.00,F,,,,,,8
419,28,J'Tia Taylor,0.13,1.12,0.11,0,2,7,15,3,0.51,1.70,0,0,9,0,0.62,1.82,11,15,1,1,0.67,0.33,1.82,0,0,0,0,0,0,#DIV/0!,1,0,4,0,5,0,0.000,1,0,0,3,1.00,0,0.00,F,,,,,,7
420,28,Morgan McLeod,0.72,4.03,0.18,3,1,8,34,4,0.19,0.58,2,0,9,0,0.37,1.30,22,10,1,3,0.25,0.75,1.30,0,0,2,0,2,0,0.00,4,1,6,2,10,3,0.300,1,0,0,2,0.50,2,0.50,F,,,,,,8
421,28,Cliff Robinson,0.73,1.43,0.51,1,0,4,7,1,-0.57,0.00,0,0,9,0,-0.06,0.73,14,14,1,1,0.00,1.00,0.73,0,0,0,0,0,0,#DIV/0!,2,1,5,1,7,2,0.286,3,0,0,1,1.00,0,0.00,M,,,,,,4
422,28,Lindsey Ogle*,0.55,1.43,0.39,2,0,0,7,1,-0.46,0.00,1,0,9,0,-0.08,0.55,14,13,1,1,0.00,1.00,0.55,0,0,0,0,0,0,#DIV/0!,2,1,5,1,7,2,0.286,2,0,0,0,0.00,1,1.00,F,,,,,,0
423,28,Brice Johnston,0.17,0.62,0.27,1,0,2,6,1,-0.33,0.00,0,0,9,0,-0.06,0.17,8,16,1,1,0.00,1.00,0.17,0,0,0,0,0,0,#DIV/0!,0,0,3,1,3,1,0.333,0,0,0,1,1.00,0,0.00,M,,,,,,2
424,28,David Samson,0.00,0.17,0.00,0,0,4,6,1,-0.67,0.00,0,0,9,0,-0.67,0.00,3,18,1,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,1,1.00,0,0.00,M,,,,,,4
425,29,Natalie Anderson,3.07,13.82,0.22,0,7,0,69,9,0.78,5.44,9,5,8,0.625,1.62,12.27,39.5,1,1,2,0.78,0.22,8.52,3,1,9,1,12,2,0.17,4,2,6,5,10,7,0.700,0,0,3,0,0.00,7,0.88,F,,,,,,0
426,29,Jaclyn Schultz,1.42,14.36,0.10,0,9,2,97,13,0.69,3.23,10,2,8,0.25,1.04,6.15,39.5,2,1,4,0.69,0.31,4.65,3,0,9,1,12,1,0.08,4,1,6,1,10,2,0.200,0,0,2,3,0.23,9,0.75,F,,,,,,2
427,29,Keith Nale,4.77,14.32,0.33,2,4,13,82,11,0.35,0.60,4,0,8,0,0.68,5.37,38.5,4,1,7,0.36,0.64,5.37,3,1,9,3,12,4,0.33,4,2,6,2,10,4,0.400,0,0,3,7,0.64,0,0.00,M,,,,,3,16
428,29,Jon Misch,2.44,11.32,0.22,1,5,2,73,9,0.55,2.59,7,0,8,0,0.77,5.04,35.5,6,1,4,0.56,0.44,5.04,2,0,7,1,9,1,0.11,4,2,6,3,10,5,0.500,0,0,4,2,0.22,6,0.75,M,,,,,4,6
429,29,Jeremy Collins,2.57,4.74,0.54,1,2,5,30,3,0.61,2.07,2,0,8,0,1.15,4.64,24.5,10,1,1,0.67,0.33,4.64,0,0,3,1,3,1,0.33,2,2,6,5,8,7,0.875,0,0,3,1,0.33,1,0.50,M,,,,,,5
430,29,Missy Payne,0.69,13.82,0.05,4,7,3,82,11,0.63,2.55,8,1,8,0.125,0.81,3.99,39.5,3,1,4,0.64,0.36,3.24,3,0,9,0,12,0,0.00,4,1,6,3,10,4,0.400,0,0,0,3,0.27,8,0.73,F,,,,,,3
431,29,Wes Nale,1.18,6.03,0.20,0,3,2,54,6,0.49,2.33,4,0,8,0,0.69,3.51,26.5,9,1,3,0.50,0.50,3.51,0,0,4,0,4,0,0.00,3,1,6,3,9,4,0.444,0,0,1,2,0.33,4,0.67,M,,,,,,2
432,29,Reed Kelly,2.82,7.99,0.35,0,1,10,47,5,0.16,0.40,3,0,8,0,0.51,3.22,29.5,8,1,4,0.20,0.80,3.22,1,0,5,1,6,1,0.17,3,3,6,5,9,8,0.889,0,0,0,2,0.40,2,0.50,M,,,,,,10
433,29,Alec Christy,0.93,9.53,0.10,0,4,4,69,8,0.49,1.75,6,0,8,0,0.59,2.68,32.5,7,1,4,0.50,0.50,2.68,2,0,6,0,8,0,0.00,3,2,6,3,9,5,0.556,0,0,2,2,0.25,6,0.75,M,,,,,,4
434,29,Baylor Wilson,1.37,13.36,0.10,0,8,16,93,12,0.65,0.93,6,0,8,0,0.75,2.30,37.5,5,1,4,0.67,0.33,2.30,3,0,8,1,11,1,0.09,4,1,6,1,10,2,0.200,0,0,1,6,0.50,5,0.45,F,,,,,,16
435,29,Kelley Wentworth,0.36,0.67,0.54,1,1,4,16,2,0.38,1.75,0,0,8,0,0.91,2.11,13.5,14,1,1,0.50,0.50,2.11,0,0,0,0,0,0,#DIV/0!,0,0,5,3,5,3,0.600,0,0,0,2,1.00,0,0.00,F,,,,,,4
436,29,Josh Canfield,0.48,3.08,0.15,0,2,6,35,4,0.46,1.40,2,0,8,0,0.61,1.88,21.5,11,1,2,0.50,0.50,1.88,0,0,2,0,2,0,0.00,1,0,6,3,7,3,0.429,0,0,1,2,0.50,2,0.50,M,,,,,,6
437,29,Julie McGee*,0.88,2.34,0.38,2,1,2,9,1,-0.28,0.78,0,0,8,0,0.54,1.66,18.5,12,1,0,1.00,0.00,1.66,0,0,1,0,1,0,0.00,0,0,6,3,6,3,0.500,0,0,0,1,1.00,0,0.00,F,,,,,,2
438,29,John Rocker,0.00,0.90,0.00,0,1,5,24,3,0.26,1.04,2,0,8,0,0.26,1.04,8.5,16,1,2,0.33,0.67,1.04,0,0,0,0,0,0,#DIV/0!,0,0,3,0,3,0,0.000,0,0,1,1,0.33,2,0.67,M,,,,,,5
439,29,Dale Wentworth,0.17,0.88,0.19,1,1,8,37,5,0.16,0.47,1,0,8,0,0.35,0.63,15.5,13,1,4,0.20,0.80,0.63,0,0,0,0,0,0,#DIV/0!,0,0,6,1,6,1,0.167,0,0,0,4,0.80,1,0.20,M,,,,,,8
440,29,Drew Christy,0.36,0.53,0.68,0,0,5,9,1,-0.56,0.00,0,0,8,0,0.13,0.36,10.5,15,1,1,0.00,1.00,0.36,0,0,0,0,0,0,#DIV/0!,0,0,4,3,4,3,0.750,0,0,1,1,1.00,0,0.00,M,,,,,,5
441,29,Nadiya Anderson,0.00,0.11,0.00,0,0,5,9,1,-0.56,0.00,0,0,8,0,-0.56,0.00,3.5,18,1,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,1,1.00,0,0.00,F,,,,,,5
442,29,Val Collins,0.00,0.74,0.00,0,0,4,17,2,-0.12,0.00,1,0,8,0,-0.12,0.00,6.5,17,1,2,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0.000,0,0,2,1,0.50,1,0.50,F,,,,,,4
33,3,Ethan Zohn,2.87,13.29,0.216,0,11,0,74,11,1.00,7.00,9,5,7,0.71,1.93,14.15,39,1,1,0,1.00,0.00,9.87,3,1,8,1,11,2,0.18,6,2,6,3,12,5,0.417,0,0,0,2,0.18,7,0.70,M,11/12/1973,7/11/2001,27.7,,,0
34,3,Mama Kim Johnson,2.87,13.29,0.216,0,11,1,74,11,1.00,5.60,9,2,7,0.29,1.50,10.18,39,2,1,0,1.00,0.00,8.47,3,0,8,2,11,2,0.18,6,2,6,3,12,5,0.417,0,0,0,2,0.18,7,0.78,F,9/18/1955,7/11/2001,45.8,,,1
35,3,Lex Van de Berghe,5.87,13.29,0.441,0,9,10,74,11,0.81,1.64,6,0,7,0,1.25,7.50,38,3,1,2,0.82,0.18,7.50,3,2,8,3,11,5,0.45,6,2,6,3,12,5,0.417,0,0,0,5,0.45,1,0.13,M,6/18/1963,7/11/2001,38.1,,,10
36,3,Big Tom Buchanan,1.67,12.29,0.136,1,7,7,71,10,0.69,1.78,6,0,7,0,0.83,3.45,37,4,1,3,0.70,0.30,3.45,3,0,7,1,10,1,0.10,6,1,6,3,12,4,0.333,0,0,0,4,0.40,5,0.56,M,10/30/1955,7/11/2001,45.7,,,7
37,3,Teresa Cooper,1.90,11.27,0.169,2,3,4,66,9,0.33,1.17,7,0,7,0,0.50,3.07,36,5,1,6,0.33,0.67,3.07,3,0,6,1,9,1,0.11,6,3,6,3,12,6,0.500,0,0,0,2,0.22,6,0.75,F,,7/11/2001,101.5,,,4
38,3,Kim Powers,0.90,9.27,0.097,1,5,4,61,8,0.62,2.19,6,0,7,0,0.71,3.09,33,6,1,3,0.63,0.38,3.09,2,0,5,0,7,0,0.00,6,3,6,3,12,6,0.500,0,0,0,2,0.25,6,0.75,F,12/3/1972,7/11/2001,28.6,,,4
39,3,Frank Garrison,1.40,7.27,0.193,0,3,9,55,7,0.41,0.92,3,0,7,0,0.60,2.33,30,7,1,4,0.43,0.57,2.33,1,0,4,0,5,0,0.00,6,4,6,3,12,7,0.583,0,0,0,4,0.57,3,0.43,M,7/22/1958,7/11/2001,43.0,,,9
40,3,Brandon Quinton,1.40,6.27,0.224,1,4,6,48,6,0.65,1.87,4,0,7,0,0.87,3.27,27,8,1,2,0.67,0.33,3.27,1,0,3,0,4,0,0.00,6,4,6,3,12,7,0.583,0,0,0,2,0.33,4,0.67,M,1/22/1976,7/11/2001,25.5,,,6
41,3,Kelly Goldsmith,0.87,4.79,0.181,1,4,5,41,5,0.78,2.49,4,0,7,0,0.96,3.36,24,9,1,1,0.80,0.20,3.36,1,0,2,0,3,0,0.00,5,2,6,3,11,5,0.455,0,0,0,1,0.20,4,0.80,F,,7/11/2001,101.5,,,5
42,3,Clarence Black,0.87,2.79,0.310,0,2,12,32,4,0.41,0.88,1,0,7,0,0.72,1.74,21,10,1,2,0.50,0.50,1.74,0,0,1,0,1,0,0.00,5,2,6,3,11,5,0.455,0,0,0,3,0.75,1,0.25,M,,7/11/2001,101.5,,,12
43,3,Lindsey Richter,0.90,1.77,0.510,0,2,7,21,3,0.56,1.70,1,0,7,0,1.07,2.60,18,11,1,1,0.67,0.33,2.60,0,0,0,0,0,0,#DIV/0!,5,3,6,3,11,6,0.545,0,0,0,2,0.67,1,0.33,F,,7/11/2001,101.5,,,7
44,3,Silas Gaither,0.70,1.37,0.513,0,2,8,21,3,0.54,1.56,1,0,7,0,1.05,2.26,15,12,1,1,0.67,0.33,2.26,0,0,0,0,0,0,#DIV/0!,4,3,5,2,9,5,0.556,0,0,0,2,0.67,1,0.33,M,,7/11/2001,101.5,,,8
45,3,Linda Spencer,0.27,1.04,0.259,2,0,4,15,2,-0.13,0.00,1,0,7,0,0.13,0.27,12,13,1,2,0.00,1.00,0.27,0,0,0,0,0,0,#DIV/0!,3,0,4,2,7,2,0.286,0,0,0,1,0.50,1,0.50,F,,7/11/2001,101.5,,,4
46,3,Carl Bilancione,0.39,0.73,0.541,1,0,4,8,1,-0.50,0.00,0,0,7,0,0.04,0.39,9,14,1,1,0.00,1.00,0.39,0,0,0,0,0,0,#DIV/0!,2,1,3,2,5,3,0.600,0,0,0,1,1.00,0,0.00,M,,7/11/2001,101.5,,,4
47,3,Jessie Camacho,0.00,0.39,0.000,0,1,6,16,2,0.31,1.40,1,0,7,0,0.31,1.40,6,15,1,1,0.50,0.50,1.40,0,0,0,0,0,0,#DIV/0!,1,0,2,0,3,0,0.000,0,0,0,1,0.50,1,0.50,F,,7/11/2001,101.5,,,6
48,3,Diane Ogden,0.00,0.13,0.000,0,0,6,8,1,-0.75,0.00,0,0,7,0,-0.75,0.00,3,16,1,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,1,1.00,0,0.00,F,,7/11/2001,101.5,,,6
443,30,Mike Holloway,7.54,13.80,0.55,1,9,0,85,11,0.82,5.73,10,6,8,0.75,2.11,17.76,39,1,1,2,0.82,0.18,13.26,2,1,9,5,11,6,0.5454545455,7,4,6,2,13,6,0.462,2,0,0,1,0.09,4,0.67,M,,,,,4,4
444,30,Carolyn Rivera,3.80,13.80,0.28,0,9,5,85,11,0.81,2.55,7,1,8,0.125,1.21,7.10,39,2,1,2,0.82,0.18,6.35,2,0,9,2,11,2,0.1818181818,7,4,6,2,13,6,0.462,3,0,0,4,0.36,5,0.56,F,,,,,5,10
445,30,Joe Anglim,3.95,5.89,0.67,0,3,8,51,6,0.47,1.17,4,0,8,0,1.15,5.12,24,10,1,3,0.50,0.50,5.12,1,1,3,2,4,3,0.75,4,2,6,3,10,5,0.500,0,0,0,2,0.33,1,0.25,M,,,,,,8
446,30,Will Sims,1.58,13.80,0.11,1,6,4,90,12,0.50,1.75,10,1,8,0.125,0.74,4.08,39,2,1,6,0.50,0.50,3.33,2,0,9,0,11,0,0,7,4,6,3,13,7,0.538,0,0,0,2,0.17,10,0.83,M,,,,,,4
447,30,Tyler Fredrickson,2.16,9.47,0.23,1,3,5,70,8,0.37,1.17,6,0,8,0,0.59,3.33,32,7,1,5,0.38,0.63,3.33,1,0,6,1,7,1,0.1428571429,6,3,6,2,12,5,0.417,2,0,0,2,0.25,5,0.71,M,,,,,,5
448,30,Sierra Thomas,1.20,12.80,0.09,0,5,6,81,10,0.49,1.40,8,0,8,0,0.59,2.60,37,5,1,5,0.50,0.50,2.60,2,0,8,0,10,0,0,7,3,6,2,13,5,0.385,2,0,0,2,0.20,8,0.80,F,,,,,,6
449,30,Hali Ford,1.00,4.69,0.21,0,3,8,41,5,0.56,1.40,3,0,8,0,0.77,2.40,22,11,1,2,0.60,0.40,2.40,1,0,2,0,3,0,0,3,2,6,3,9,5,0.556,0,0,0,2,0.40,3,0.60,F,,,,,,8
450,30,Dan Foley,1.12,10.80,0.10,2,5,9,76,9,0.54,1.20,5,0,8,0,0.65,2.32,35,6,1,4,0.56,0.44,2.32,1,0,7,0,8,0,0,7,3,6,2,13,5,0.385,2,0,0,4,0.44,5,0.56,M,,,,,,9
451,30,Max Dawson,0.55,1.35,0.41,0,1,5,13,2,0.31,1.56,1,0,8,0,0.71,2.11,14,14,1,1,0.50,0.50,2.11,0,0,0,0,0,0,#DIV/0!,2,0,5,1,7,1,0.143,3,0,0,1,0.50,1,0.50,M,,,,,,5
452,30,Shirin Oskooi,0.63,8.14,0.08,1,4,7,63,7,0.56,1.45,5,0,8,0,0.63,2.08,29,8,1,3,0.57,0.43,2.08,1,0,5,0,6,0,0,5,1,6,1,11,2,0.182,2,0,0,2,0.29,5,0.71,F,,,,,,7
453,30,Jenn Brown,1.00,6.89,0.15,0,4,11,60,7,0.55,1.07,3,0,8,0,0.69,2.07,27,9,1,3,0.57,0.43,2.07,1,0,4,0,5,0,0,4,2,6,3,10,5,0.500,0,0,0,4,0.57,3,0.43,F,,,,,7,18
454,30,Rodney Lavoie,0.67,13.80,0.05,1,4,5,85,11,0.36,1.13,8,0,8,0,0.41,1.80,38,4,1,7,0.36,0.64,1.80,2,0,9,0,11,0,0,7,1,6,2,13,3,0.231,2,0,0,3,0.27,8,0.73,M,,,,,,5
455,30,Kelly Remington,0.62,2.69,0.23,1,1,4,25,3,0.28,1.17,2,0,8,0,0.51,1.78,19,12,1,2,0.33,0.67,1.78,0,0,1,0,1,0,0,3,1,6,2,9,3,0.333,1,0,0,1,0.33,2,0.67,F,,,,,,4
456,30,Joaquin Souberbielle,0.84,1.69,0.50,1,0,4,13,2,-0.15,0.00,1,0,8,0,0.34,0.84,16,13,1,2,0.00,1.00,0.84,0,0,0,0,0,0,0,3,1,6,2,9,3,0.333,3,0,0,1,0.50,1,0.50,M,,,,,,4
457,30,Lindsey Cascaddan,0.18,1.07,0.17,2,0,2,6,1,-0.33,0.00,0,0,8,0,-0.16,0.18,11,15,1,1,0.00,1.00,0.18,0,0,0,0,0,0,0,1,0,4,0,5,0,0.000,2,0,0,1,1.00,0,0.00,F,,,,,,2
458,30,Nina Poersch,0.17,0.57,0.29,1,0,4,11,2,-0.18,0.00,0,0,8,0,0.11,0.17,8,16,1,2,0.00,1.00,0.17,0,0,0,0,0,0,0,0,0,3,1,3,1,0.333,0,0,0,2,1.00,0,0.00,F,,,,,,4
459,30,Vince Sly,0.17,0.37,0.45,0,0,3,6,1,-0.50,0.00,0,0,8,0,-0.05,0.17,6,17,1,1,0.00,1.00,0.17,0,0,0,0,0,0,0,0,0,2,1,2,1,0.500,0,0,0,1,1.00,0,0.00,M,,,,,,3
460,30,So Kim,0.00,2.17,0.00,0,0,4,6,1,-0.67,0.00,0,0,8,0,-0.67,0.00,3,18,1,1,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,1,0,1,0,0.000,0,0,0,1,1.00,0,0.00,F,,,,,,4
49,4,Vecepia Towery,2.45,13.48,0.18,2,9,2,81,12,0.75,3.50,10,4,7,0.57,1.50,9.38,39,1,1,3,0.75,0.25,5.95,3,0,8,2,11,2,0.18,5,0,6,2,11,2,0.182,0,0,0,2,0.17,8,0.80,F,,,,,,2
50,4,Neleh Dennis,2.34,13.46,0.17,1,9,4,61,10,0.89,3.15,9,3,7,0.43,1.50,8.06,39,2,1,1,0.90,0.10,5.49,3,0,8,1,11,1,0.09,5,3,6,4,11,7,0.636,0,0,0,1,0.10,8,0.89,F,,,,,,4
51,4,Kathy Vavrick-O'Brien,4.51,13.46,0.34,0,7,5,61,10,0.69,2.18,7,0,7,0,1.03,6.69,38,3,1,3,0.70,0.30,6.69,3,1,8,2,11,3,0.27,5,4,6,4,11,8,0.727,0,0,0,3,0.30,4,0.50,F,1/6/1954,,,,,5
52,4,Paschal English*,2.84,12.46,0.23,1,8,0,58,9,0.89,6.22,9,0,7,0,1.12,9.07,37,4,1,1,0.89,0.11,9.07,3,1,7,0,10,1,0.10,5,4,6,4,11,8,0.727,0,0,0,0,0.00,8,0.89,M,,,,,,0
53,4,Sean Rector,1.75,11.48,0.15,3,7,7,74,10,0.69,1.78,7,0,7,0,0.84,3.53,36,5,1,3,0.70,0.30,3.53,3,1,6,0,9,1,0.11,5,1,6,1,11,2,0.182,0,0,0,3,0.30,6,0.60,M,,,,,,7
54,4,Robert DeCanio,1.62,9.46,0.17,4,3,6,48,6,0.48,1.40,4,0,7,0,0.65,3.02,33,6,1,3,0.50,0.50,3.02,2,0,5,1,7,1,0.14,5,1,6,3,11,4,0.364,0,0,0,2,0.33,3,0.60,M,,,,,,6
55,4,Tammy Leitner,3.01,8.46,0.36,3,3,5,42,5,0.58,1.87,4,0,7,0,0.93,4.88,30,7,1,2,0.60,0.40,4.88,2,0,4,2,6,2,0.33,5,2,6,4,11,6,0.545,0,0,0,1,0.20,2,0.67,F,,,,,,5
56,4,Zoe Zanadakis,0.96,6.46,0.15,2,3,8,35,4,0.69,1.75,2,0,7,0,0.84,2.71,27,8,1,1,0.75,0.25,2.71,1,0,3,0,4,0,0.00,5,2,6,4,11,6,0.545,0,0,0,2,0.50,2,0.50,F,,,,,,8
57,4,John Carroll,0.56,4.96,0.11,4,2,8,27,3,0.57,1.56,1,0,7,0,0.68,2.12,24,9,1,1,0.67,0.33,2.12,1,0,2,0,3,0,0.00,4,2,6,2,10,4,0.400,0,0,0,2,0.67,1,0.33,M,,,,,,8
58,4,Boston Rob Mariano,0.25,2.98,0.08,2,4,8,39,5,0.76,1.87,3,0,7,0,0.84,2.12,21,10,1,1,0.80,0.20,2.12,0,0,1,0,1,0,0.00,4,0,6,1,10,1,0.100,0,0,0,2,0.40,3,0.60,M,,,,,,8
59,4,Gina Crews,0.75,1.98,0.38,1,2,3,30,5,0.38,1.60,4,0,7,0,0.76,2.35,18,11,1,3,0.40,0.60,2.35,0,0,0,0,0,0,#DIV/0!,4,2,6,1,10,3,0.300,0,0,0,1,0.20,4,0.80,F,,,,,,3
60,4,Gabriel Cade,0.96,1.46,0.66,1,0,7,8,1,-0.88,0.00,0,0,7,0,-0.22,0.96,15,12,1,1,0.00,1.00,0.96,0,0,0,0,0,0,#DIV/0!,3,2,5,4,8,6,0.750,0,0,0,1,1.00,0,0.00,M,,,,,,7
61,4,Sarah Jones,0.00,0.98,0.00,0,3,11,26,4,0.64,1.40,0,0,7,0,0.64,1.40,12,13,1,1,0.75,0.25,1.40,0,0,0,0,0,0,#DIV/0!,2,0,4,0,6,0,0.000,0,0,0,4,1.00,0,0.00,F,,,,,,11
62,4,Hunter Ellis,0.00,0.78,0.00,0,1,4,21,3,0.27,1.17,2,0,7,0,0.27,1.17,9,14,1,2,0.33,0.67,1.17,0,0,0,0,0,0,#DIV/0!,2,0,3,0,5,0,0.000,0,0,0,1,0.33,2,0.67,M,,,,,,4
63,4,Patricia Jackson,0.00,0.41,0.00,0,1,5,15,2,0.33,1.56,0,0,7,0,0.33,1.56,6,15,1,1,0.50,0.50,1.56,0,0,0,0,0,0,#DIV/0!,1,0,2,0,3,0,0.000,0,0,0,2,1.00,0,0.00,F,,,,,,5
64,4,Peter Harkey,0.00,0.13,0.00,0,0,5,8,1,-0.63,0.00,0,0,7,0,-0.63,0.00,3,16,1,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,1,1.00,0,0.00,M,1/17/1956,,,,,5
65,5,Brian Heidik,6.18,12.13,0.510,0,9,0,54,9,1.00,7.00,4,4,7,0.57,2.08,16.61,39,1,1,0,1.00,0.00,13.18,4,2,6,3,10,5,0.50,4,1,8,5,12,6,0.500,0,0,0,5,0.56,-1,-0.17,M,,,,,,0
66,5,Clay Jordan,2.18,12.13,0.180,0,8,3,54,9,0.88,3.56,1,3,7,0.43,1.49,8.31,39,2,1,1,0.89,0.11,5.74,4,0,6,1,10,1,0.10,4,1,8,5,12,6,0.500,0,0,0,8,0.89,0,0.00,M,,,,,,3
67,5,Jan Gentry,1.18,12.13,0.098,0,7,5,54,9,0.77,2.42,3,0,7,0,0.86,3.60,38,3,1,2,0.78,0.22,3.60,4,0,6,0,10,0,0.00,4,1,8,5,12,6,0.500,0,0,0,6,0.67,3,0.33,F,,,,,,5
68,5,Helen Glover,2.93,11.13,0.264,1,6,5,51,8,0.74,2.33,2,0,7,0,1.00,5.27,37,4,1,2,0.75,0.25,5.27,4,1,5,1,9,2,0.22,4,1,8,4,12,5,0.417,0,0,0,6,0.75,0,0.00,F,,,,,,5
69,5,Ted Rogers,3.18,10.13,0.314,0,6,7,47,7,0.84,2.18,3,0,7,0,1.15,5.37,36,5,1,1,0.86,0.14,5.37,4,1,4,1,8,2,0.25,4,1,8,5,12,6,0.500,0,0,0,4,0.57,1,0.17,M,,,,,,7
70,5,Jake Billingsley,0.94,8.13,0.116,1,5,7,51,8,0.61,1.59,5,0,7,0,0.72,2.53,33,6,1,3,0.63,0.38,2.53,3,0,3,0,6,0,0.00,4,3,8,3,12,6,0.500,0,0,0,3,0.38,5,0.63,M,,,,,,7
71,5,Penny Ramsey,0.94,6.13,0.154,1,5,5,45,7,0.70,2.22,4,0,7,0,0.85,3.17,30,7,1,2,0.71,0.29,3.17,2,0,2,0,4,0,0.00,4,3,8,3,12,6,0.500,0,0,0,3,0.43,4,0.57,F,,,,,,5
72,5,Ken Stafford,0.94,4.13,0.229,2,5,6,38,6,0.81,2.33,4,0,7,0,1.04,3.28,27,8,1,1,0.83,0.17,3.28,1,0,1,0,2,0,0.00,4,3,8,3,12,6,0.500,0,0,0,2,0.33,4,0.67,M,,,,,,6
73,5,Erin Collins,0.94,2.13,0.444,2,4,3,30,5,0.78,3.20,4,0,7,0,1.22,4.14,24,9,1,1,0.80,0.20,4.14,0,0,0,0,0,0,#DIV/0!,4,3,8,3,12,6,0.500,0,0,0,1,0.20,4,0.80,F,,,,,,3
74,5,Shii Ann Huang,0.43,1.88,0.231,3,3,10,26,4,0.65,1.50,0,0,7,0,0.89,1.93,21,10,1,1,0.75,0.25,1.93,0,0,0,0,0,0,#DIV/0!,4,1,7,2,11,3,0.273,0,0,0,4,1.00,0,0.00,F,,,,,,10
75,5,Robb Zbacnick,0.94,1.68,0.563,1,0,5,21,3,-0.08,0.00,2,0,7,0,0.48,0.94,18,11,1,3,0.00,1.00,0.94,0,0,0,0,0,0,#DIV/0!,4,3,6,3,10,6,0.600,0,0,0,1,0.33,2,0.67,M,,,,,,5
76,5,Stephanie Dill,0.43,1.28,0.340,2,0,5,15,2,-0.17,0.00,1,0,7,0,0.17,0.43,15,12,1,2,0.00,1.00,0.43,0,0,0,0,0,0,#DIV/0!,3,1,5,2,8,3,0.375,0,0,0,1,0.50,1,0.50,F,,,,,,5
77,5,Ghandia Johnson,0.33,1.08,0.309,0,1,5,21,3,0.25,1.04,1,0,7,0,0.56,1.37,12,13,1,2,0.33,0.67,1.37,0,0,0,0,0,0,#DIV/0!,3,1,4,1,7,2,0.286,0,0,0,2,0.67,1,0.33,F,,,,,,5
78,5,Jed Hildebrand,0.41,0.74,0.552,0,0,5,8,1,-0.63,0.00,0,0,7,0,-0.07,0.41,9,14,1,1,0.00,1.00,0.41,0,0,0,0,0,0,#DIV/0!,2,1,3,2,5,3,0.600,0,0,0,1,1.00,0,0.00,M,,,,,,5
79,5,Tanya Vance,0.00,0.41,0.000,0,1,5,15,2,0.33,1.56,1,0,7,0,0.33,1.56,6,15,1,1,0.50,0.50,1.56,0,0,0,0,0,0,#DIV/0!,1,0,2,0,3,0,0.000,0,0,0,1,0.50,1,0.50,F,,,,,,5
80,5,John Raymond,0.00,0.13,0.000,0,0,6,8,1,-0.75,0.00,0,0,7,0,-0.75,0.00,3,16,1,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,1,1.00,0,0.00,M,,,,,,6
